,Title,Location,Link,Company,Date Extracted,Cluster,Tag
1383,Software Engineering: Full Time Opportunity,"Punjab, India (Remote)",https://www.linkedin.com/jobs/view/4058447040/?eBP=CwEAAAGTFFV89i4jiobqqdbL-TePDAZMjNoxECKG1KR-AutC5fHYR62ZukKR8zChDwQjx1ES-L0-zidcxopPoCVyq_IZ_gICwOOFDV7UCnlW-cnZqNSetkDUs-k8mm40sQGCL28Cs-0Kbb_1CLMFPiCZ5e0fTxCPdjYq1yKcT8FrK2hzZ2FsCmvNcCx5wMkOXCbi-rEXBNg_Z5IE9bkOuJIdsLMvhRA5mI97ghDuEqZXbFFUnz6nHFRuzkNGJoROd36tVhSWqOku5l3pMiENLIJszDTxmSkBUXWu2JTjtuACaJpT66yJUYRLc1GNsdUtwIeW5XF7rp1Ag2GKf84yndF-5nQeYRDjcXLx9uWPXYcQs5uUlq2R4mG0VpwbPPcmw_Nk3mHdyjaIzNAJQcWfSWMsUhnYpo45D4ojq5SqVueGPBE_SOU7RTBH1TMuwlZAl4hU7URNU-UWTWqHkWPFtaJDRTplD9MfwVfcbmr9KN7BJDjk&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=o%2FagZ1EaQSDO8j0zU42cbQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-11-10,6,Software Engineering
1384,AI/ML Engineer,"Bengaluru East, Karnataka, India (Remote)",https://www.linkedin.com/jobs/view/4067399034/?eBP=CwEAAAGTFFV89vG8ozO_i7DSqT9_khgl0SZGT7ACuod3wb_tr7YAH1BE46g7W0Q2-oWOMWCg1omoU8GMBJ5M5W6GRP1nFdtpAthTqkrXOChrzqS6bDgewk02q9vCX8JQZd64EM3gzDU9bZgWIoYhTPc3btD-NcEWOQ8eG6pT9eu_nV9vZ6LPCT1J1Hf8yCf1kbPcN9QU0daRCa7W9DMjfjBUwVaQf8O5DTbhRQKBo0FJoMoVdIOINT3t2E1DJtdl0mvgwnHTdU-ah900pfmvLsAyo0eMZEJp9h2iqNzY5CGh-2u1mqzE33MFrWxMmI_bExfl4f8_8FYGcxwASQvVScYyEk_3-NXcmQFqEznXaEcUQE9Gx76laau9k_HAX5e369MRlbay2RZYGjr6ZtB6rWZk8kfpsWSR4dNXXp0FjXU3AFaO28YDfp6ne0CHCHlqElJfic7fgD_3eqOO_33_nzIGDH7xiK5serB0XbmmqT1eDP8F3nWZtw&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=Ndw2ONiRCTGBtru%2FAJM%2BAQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,IBM,2024-11-10,3,Development and Research
1385,Freelance Machine Learning Engineer (Client Hire),India (Remote),https://www.linkedin.com/jobs/view/4071047577/?eBP=CwEAAAGTFFV89q0HjTiEiQhBLnWvAXgOA0uCaidYIJxeCPjxhAmJXih3FlbVqFYBEBs0Iv1VU-SetbBdMuojnrGCyLfBodC-XgUqhbXK9QR5ZNOYKdguXo-IhsGDC77RzF0iZ1o9WwpjDuhhBojVQDqKf4Ol7gP2aJyu43-Q6E6_R36V2FBtoMT0Ois0mpxzhpjPw5n4TbXB-KW_DBBGVcFAygyXqSYnSuXYHYJNKAzfRhqOhagBXcgwKykaE3SCdapAaxb_cqXlpdlE7L1OxS73XzcLB9rJfJyf4LfCkNsNrIfT0cmDvRSHfV7Isy8F3qU_pXFTC3wWoZCM4Uj_Z3pW6PgHCZx1dACJTQskt2RHeFwEi_4FSlZa6JUo-F3kSeWF8x36ajpoWU6Gj-AK-4cf1RwWoEvI3vsIfAOSCcEDfklwobNrWlasFvjvAxPOqke2DUz_SCfFQzN53BsjJxVwvSCmov-uMQX_hsW-yQ71SFkS&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=zCLrgLDVYSPDeW8BF2JMzA%3D%3D&trk=flagship3_jobs_discovery_jymbii,Flexing It®,2024-11-10,8,AI/ML
1386,Automation Engineer-Python (Django),"Noida, Uttar Pradesh, India",https://www.linkedin.com/jobs/view/4068395570/?eBP=CwEAAAGTFFV89v108jZafOIWruTFIbn2b5Gslkcp51T7Jvf_qg4h7gm9_imZPy2sAdCzA4AXMouga_U98ZgpdeCFvDdmr7zvE-xW4EF8I8GmtfxuJ5KJOoDFXJ6Zw3g-eCsCHKtISxmiE01_1WxFXz8Sc7LwRiC_xOQ7TgoKlPsMinqPQZj3j97vLiyqf7lnthQusGhkRANjwWkpGT9X7_Af1YdpPygUacQ-akm3wEa6lybc45Qtqs5F8VhYjoJH270tXUOsr_nrK3NAJvteroVLBIifKm4GRcLfINyzYY0ZG4Ehp-iJBakBGqMHOLV8j0TqzsVUwoJaVINAok3b6iuSKX3xhM4jpL4bdFI9EFg6861xUhkxONwc24LFeqirEZITOkM7UacwPeff6QzWAo3BgH0nB6xjXvOjIhhTrzybMHxbd2DPfXZbufoKrKmGsBB0sGvw&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=%2BK7Fpa6AuvCtvsJriOYcgw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Ericsson,2024-11-10,3,Development and Research
1387,Python Developer,"Sadar, Uttar Pradesh, India (On-site)",https://www.linkedin.com/jobs/view/4062557666/?eBP=CwEAAAGTFFV89thHK7IsvwOsButgZSVMr4xR74ShmkZhB7B-b8rQYq0slBSuP9Oj43-534kMulc4xUGd_6ykRS2KJQ3b9d9RkS2KRNw1q8rejuRBaYjD0G74m6fXqr-gIda9LRr7dOSOVE6JTkKs1LsisqvhTXWA-OBprTn3jALM33kE9ZxUQLyW9DH297ITvR6s_83Gwvo36YgDIiE-vNT1GsS54JCYaKOlBorxzmiFCudPyYd29MPIkyj-p8WRAeEXcX7hKXh94xKyUJK380o8G3Mgmfww24FejaAGELr-PsPW6ODU4M_TVUyblclVssICKw6hzxaEEfVr8nw4ZTDmYtWHObIpbglVasQf9Afg1o0JSZAltD-BlW8T2FkAR7tJvlU3ta0lYtqRXVfNaumj7lzteK9fZt4047XiDDc2ZLn029yv2qhz3TwXpmBzCKgl7b6UngJVuIqLALL4XUjMnKQLp8MNL0Je2troIyEgB6nz&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=fRPShogha6KZrhYqkrVYIg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Coforge,2024-11-10,5,Python and SQL Development
1388,Web Development Intern,India (Remote),https://www.linkedin.com/jobs/view/4073290605/?eBP=CwEAAAGTFFV89kxxKiM3O5-WDYv0ERFtON3tuJxmCi6NWEq4wruJjUeBgezSz2jGvxHfDLIDb6VDisrIT5aFA3OBQVzhWVULq6-yrDSIOrEwkFA15feLnE5qhAkZZYNGF1e3a1MW_VZQVHq13uJuTR6qT5aUOsXbDcMGtrJu6gwrrGeC3x7hdHCOmI6j_5p0rbz6VDo__B4dZ8KamgTUAtLlJj-JdN_gLbN-Y7dQNFwxWf5C_vQGG9MFi0Z_P3ZDl8Z1uzwK6g8RxQ9oox1RwlaLW6YUdfItFVCtEPvBaeBLQdSosZYwzmDGeJenwwSBD3gxpredwHgS1TiIpT4_tO-m4BQsgI_XKj6t2f2oLfw62PG1gcvbllh-1t59WtjSknyV0UyWY0ffcwfNuyDYP4cLQLuRVR0fHiBDTTn28_XiIDZsWqN8_nZlc4PtP1p64DUormlxAbR38V2ntkD8Io1xR3IuvasRjEQL65CIMj8jJaFGqd4gFmeU&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=xlf154x%2B4cVVqqICqPf5Tw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Internkaksha IT Solutions,2024-11-10,0,Others
1389,Python Django Developer SDE - 1,"New Delhi, Delhi, India (Remote)",https://www.linkedin.com/jobs/view/4068557488/?eBP=CwEAAAGTFFV89rUQBwEBk4nUbfGJiF4OuWJKCDLV0ms1_nZNMGGkuIclvX9f5SKtKkTMM4-CH2Uyn2vOYWrgYPDcGNxLM419kJq26nXz-RVJ8t3IFJ1pdYppwXkmdvj70qfE2gw5pEbdLQsvIxZ28w9U4TO8faZDw89TStidOvKtUizIUaInyuyc0o9biBsWrVQoJV04s916IeyEJn1G--_tFYUbLo2GptluDx8Gi-8I0CWGXHTYWvaqWGipK5Xoh5PPCUr0CRK9Z7Cc1seOgqG7WvNN5UIRmr3wmZdnb1OHE7sDGk-ghtpfvuZz_G_9ecvhvpZoBeBLPr6Lx4GrCbhLG9jFyAgFSYCjrlr4z1NFIr4e5NHlCTUYXr_02vUA5lNrjDA67ym9cdQL_zT2gz4_AXER-0OFLEGcp0Ani0FV9JkV0AhGYbssDherkwcXuhPYb__yolE-rbG5RbWt9MFoIdluMhWmYr57ePmkNbNYXkWOnAYqaGPJznZENUTgEhHdr5HK3whCgZti6QNc&refId=4aJlzyaaTbkSkkx1a1XxbA%3D%3D&trackingId=hv1U6XLIvDQZ3n7ZBzRjYw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Aviara Labs,2024-11-10,5,Python and SQL Development
1390,Remote Python Programmer,"Gurgaon, Haryana, India (Remote)",https://www.linkedin.com/jobs/view/4071671415/?eBP=CwEAAAGTFFWifergoadKIfkbUbds4flWhHKq-4PMmkzD-5sNUIO3QBgmj_L-W14n-0qPfp1gOA-KBqdtrLbk-3W16JKXmcZipzWJnceGyNkW9kqNEA3yqA6XQYw85Ry1-wg238WE5BbP0qPsPHNEyWqPbTHzvJfMaLeVLUMpcesVcZTKOS4TRjxB74G88uugWbFDOlDwMQPLSbBhM5OprQsoxpTPzR75eAFy-Djwg47OCpJfkaVq9vqFdexJ3VLEs8NwzHMDC4L0UUJ7IfcgUCEK-GkCEEL1j_w7LpxOtVFH_XjzuuRWMSrolQfAgLVdSRful4ZorEj2VXLrmlFcpYiImjsTU4DEV8XHiFg1vLYr3hMxCRmd0sKZVU2eviEe3hSR-nxWjvbCMNtT_BZytQQzWozWjGAW6VYiuIfMY6w4xNOA_HxDWAo-f1TL23Ox9V0Zz0HPTiHaQ-1E8BM6QaMtPXzR4xjPmJAkeM1UjJhGcmVT&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=c1bP9fEl4yuZZa08rcSgfA%3D%3D&trk=flagship3_jobs_discovery_jymbii,Turing,2024-11-10,4,Data Development
1391,C++ Developer Internship,"Pilani, Rajasthan, India (Remote)",https://www.linkedin.com/jobs/view/4058481344/?eBP=CwEAAAGTFFWifQQGvcRU2I2v-d50h96krL4NsPtv3nML4uYcW674Vz0FKGBHWalRTPa9jB0UNqUuhSJH-IYRTSzO-l78NczKUsPnJwvTixrlDQ-3NtSHhJ3co0rbL01S4uJf5TVI-_oMwQpi3TGVRHOX5tO05wvdEn5YvJqy1vr-Y_htKM-qFgTG8erBiGSCkTSx13it9ifZXkq4JG4lRQ3buGNsS7XooILtN0rbgwgXSle9IJV1cXrTzy9mzai-5jV-GOPlBjvqBFJcuDdbJAG4LCgfhG5LaZ5m977nYYznb-Javaexo-UQS_FrHKz8BsTNBapw7eCsQOoowwg0bU-hRF1IeiMsR0um-_8fP-OXU-8H7b1jp5H6TbrZ-t6sncr3auSsvAWEE5E_EC8T-PBT1mcBOOJ9&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=GEOjjkYVLD%2Fp6uzLOFblqw%3D%3D&trk=flagship3_jobs_discovery_jymbii,GoQuant,2024-11-10,5,Python and SQL Development
1392,Remote Python Programmer,Greater Hyderabad Area (Remote),https://www.linkedin.com/jobs/view/4071670666/?eBP=CwEAAAGTFFWifRx4ugZCd19qxOZ117mypsdnb3dHOekt8UW1DGkgZVUg9V377-UBk-gcs0g7-3CmbuIvcvh21OL_UwvnbUJLsiGLdfq88cXZz8j6IL0zi7ghtIFSEUCb7ajMniGHjaYZFuWxuZsIMaVHahuqAOu-B1ChKn3HcbHrhmjNPvD_hFwoXS_PbFVTSthRnsgI6EKF2Dwj7_zcxJ5WCHUq3caTLYjtZuFEQc8-aY_1nbfvdN_VMX1kshy1bzKT7EMMP7TEu0qwK_JsvjHe3nZcz4SPXspXeZcrXqf0wpYNwApuDM6Gbh9Ylj2KoiOL9tdUZ14GppL0VKZGo0AiCSgFTEPDOf4Rq49Tu85avUh7ZvXFyZ2_ParnrCrOtEPrrSM-Nr1Yk86LggZuM7PFe9GqCeeeeGDYmA3hxWue-KRlagKzGS-NPxe4paHaAsluD0a7yaybKJJ_NtEYU2GxDso7g1WnP866rQDLomZBdIo5&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=KgkdD3oVFdzFBsRdhUU5ZQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Turing,2024-11-10,4,Data Development
1393,C++ Developer Internship,"Guwahati, Assam, India (Remote)",https://www.linkedin.com/jobs/view/4058478831/?eBP=CwEAAAGTFFWifTK9Z7cWL1G7cKObQe31d3j4Ki2XGC69BmuhzVFmYuf4wLE33JfX-LQ_eEsipHOOnadaI9bBF5IPS5f4drTu2ehIdTkFhFnZdG0wdncvuTqbOh1ay1Sol0OI6Na7-uAGDR3vqXcxkYMBzGeLB08CfvjBcLvlCSYMxXJYsDghYAdPB0pcP8ebSs8eXFOvMeJJt5x782ipMKHy7Xpvds8f9taQeYs6PO3SMigU8wSStPXd6My98as9EZeSyYR9OGwodr_IJE0o7CwEWm8wlMFLsIqKScQeOzVGeZRKKpoyWI5xXG_wyjqztknsNlRR2Wxt9TeO-B7rjXe84DSqUmZYGBzDsnRxFyr-3872dfQkkayN3R2-7rsdO0oXp-F7DvP2_VTuQR-xjX3qB5l_PhJL&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=msBfCrkiI2PqUgHBwD07Ew%3D%3D&trk=flagship3_jobs_discovery_jymbii,GoQuant,2024-11-10,5,Python and SQL Development
1394,Software Engineering: Full Time Opportunity,"Uttar Pradesh, India (Remote)",https://www.linkedin.com/jobs/view/4058441971/?eBP=CwEAAAGTFFWifbjSXHuqbz1vmt6SJ5zVwW2exQndbKQ0sd1bocCzHxWMdrkQOwxcdX1gILXxVB57sO-BiELVnCCGmH2FDH6kMURCLL4nIY1J-oM3uJTCvqxsZFBlSEhuEqyOtw9t6GI7Uix-aPnpultYPvncj6ljZy1pUrLrnvSVRGpnWXGi0Gld3xMNdT38ReLovMjPR7FPd7Wk1ozP6j9DB8gKAToA2zZdWO3L5duT4LRdKTUxQ5L1iJ3KiXdTcVXHHn2bo6wzDe6uuDuUCcWyTgHcrOHB7x216EYxOIvgR0jkXnh_uge9bX7VDIVIERXYyRlENL8d-H-PGyKkO244rywc6EeTSBv1xm6Jf3CLQbtYNBBylsQxn4AJvtL9BmL55Mw-9N1h8bl5zNVf_2S6kYNcNSIUGDPNNdsTw0eGg7bfkVPXPjAV_E8BHu6309T8SQ4YoRxwiCfQGIi08X5ffADQzQVCZPhFclB_0ps9ZaEb&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=sErFBGVR%2BCyl72Ryr%2FLF9A%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-11-10,6,Software Engineering
1395,Software Engineering: Full Time Opportunity,"Chandigarh, Chandigarh, India (Remote)",https://www.linkedin.com/jobs/view/4058442689/?eBP=CwEAAAGTFFWifScXrERQVSvvWosIJBnPwEHhnCR0wmBfdIM7H4rdpJ7V3N4Be6UreKrDf7-k_ffJoA3AlQBlRJ0jewE7YRV3q29pvlaTjlYtatdL-e2Kz8yflHbw50iQourZcy4GsNtQeDEVAGX_NFoEekS70ZZExDwyy1dBdJ0bEWhtg7l3_vxV0pslKAvVRZc_FHAc_N4Gvo6RQhZHgoLnl5BcPaqLFtC8bTVGsuBn4NMgiOjDAcUPOP-XJ5i1t4t_z89pcZDOpjAyl-VUR-yQoxnr6fU5L7oseqOonCJdxga7rRhLlCQg-xNHhqRgqtY_MTPEEs9uhdlCLT4yuBuOC0Qdxe-PxNNC392xUWMJi0GW1MQrCSKx-u_CWOHI0zPKUX-gQpWuE3ftDgMkRit3ePE9gAWhyQHPezWmfgkQ4aSEWByzcGuDJ1mWJRLIkWsllUTA8Y0KPAoA5wtREnxNV5E0QujQb_iwLerOJzQpgk-S3ts&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=6HawnRmllpYURo2DTLU8Hw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-11-10,6,Software Engineering
1396,Data Scientist: AI/ML Engineer,"Noida, Uttar Pradesh, India (Hybrid)",https://www.linkedin.com/jobs/view/4069090101/?eBP=CwEAAAGTFFWiffs0-o7Nc32xBVB-Sq-fsPM1stIbFrKdAndQr-rrbYbhI8so9CX5jYCVSW-P0SPyVzRD18KPWic_2S1BDO79CrD07xHmmrZUdoEP6Zxo5YTZU9USNWJlXQmRsr2NrV07iVCgZZZj06Hq7fexxmzTTYtGtk0QeNqbqZdoY29dnEvN4ImmNn_xac5c3700vDZ5csMElv37LDAU0-tFBXu7p_EYu38Tees629iwjkLJcSUmjtNHafL3jjJhY7gEF6mnnK0v8oMxcayBznpG90jcdo4vrn8LMX4U4znONVW7NSTswyBsT5xlwbSwLMzmJfno_oGMr3vRe6WMV-23S5ei5YWBB-aaZPQKDvvU8KzkP3Lt2qZeDITvnfbdiX7XYHvfmZExMheBAYdGNFxU82nb2HN5pmlqDxaXtbjVf1ZwjiFzGOpn-9Ch3BkcLBGeN9nJxgZRe0r1p9RYkjsdLR11Lm8exok8Dxd3ybxv&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=mb6Ec%2FIFQRDHzHpsn2rh%2Bg%3D%3D&trk=flagship3_jobs_discovery_jymbii,IBM,2024-11-10,7,Data Science
1397,Data Engineer,"Noida, Uttar Pradesh, India (On-site)",https://www.linkedin.com/jobs/view/4061097106/?eBP=CwEAAAGTFFWiflM3itwDsbMsoi9yeJzbp3cmrgIDMURo-QW7hYJX5jUyZk0KTiEnIVijHV712BP6cen3FH_pHTBcZd6pIQ6rcLP7M3neOYU47y2Dq5rqoiHQgn7F_n0fYEPEwyVny7rYfKx6PeDmG8Kd_IZzQ4DY2Jh0uv-8g1nKXtiIpxafZWV95ESKpJStNvMlHIOrUM1CW6QEimGlxSjWzEWD-IkJGM2NuWICuDAnQvvxFlj9HCm2-XghTZHCBThD0mNUozwFpoOVc9P2UV55dC2-KngNpSeD64RdTpJfz-TeL9PLwuHuHMswbXhlJmAfO0mvRgqrjaEIHd2fwRWcgiwXmaUN2yVEmFJBMMzWcXBge2dAGCGciHT-I605kuYUNekfoi0vQVGQ26FBB6RSXxixHVcIcTTyjXsZ8btUWQDnTLJFtSKNHvBMlyyf0T_tJd0Ao6IN255SPO-juOzuBFQqjW-3GtTSsFEnYy9TPWoyJh0&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=m%2F3xTBuBkyYwerZSc8modw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Delhivery,2024-11-10,7,Data Science
1398,Back End Developer [28647],India (Remote),https://www.linkedin.com/jobs/view/4067369036/?eBP=CwEAAAGTFFWiflKhMc1hCkld6Uf7t9HnJO3nE-ERbnSHP7MbKtJXKESQG-9aLtZ_5OY8sRQcZEXSOYAr4RxHs1wtx8hhrrZvgqDkGTalAfvyb0wz0391tfLZ5SXs-xICnlNpHTfTNjJAH3wplUcEBBo1xaNt5mXW6z7zMzSUHUBNq96vaCTKX9JHGQ9aXSSXv4dKCbeUIpU5cYEkdCnQvXwReG3UpmVMx4xjJTUnsPnV9_vFYD8JltgGf4YdsoRtov9e0JfIoFhMIzYBgF1-vClKotRPGUDrC2kufdCJUUpr81OZYiMEh67osbn2YEdRcOCUEjj9kjyvmZqLYGIhCddSEqAMQOu96g1xNtMP_QcWbW_Z2MbhPZkn-Gs1m5uDvMq3BjubfEa5Cn2R1n3XZclJgeemYVwuK9NwC9X3FT13On3Wstd0bpmZxapbTwMCr3gEFIUxaegfOtvDjLpLn_ECw_X_MgwIrW3RrZfIE8cy_lQv1tsiAA&refId=b9owwbRALSEAaicj0zFJkQ%3D%3D&trackingId=OGwrYUab5GhEbVfiAoLEPA%3D%3D&trk=flagship3_jobs_discovery_jymbii,Stealth,2024-11-10,3,Development and Research
1399,Remote Python Programmer,"Gurgaon, Haryana, India (Remote)",https://www.linkedin.com/jobs/view/4071671467/?eBP=CwEAAAGTFFW19kLUvJcHn2zL6CgbBdeGS20gyEmF2OalDl19ZrSGWWMkE8noZHYcOsu6uTfPlPytjBM8tlYGayPDofaCJPsVTigSfwTPswFhIQpgeY3VIfyhree3uorBBmVs8aLeLq12Pv7rgNiQqrqBdOunT_YZjbqFDNPC6qEKBq1dxjTbkrAWeyuSHTiugbq63mMKbgXM1MAMTYw0e5pz5opE5njtfHFsKqobRceG-JczEO1gTy2ZZdx9bDlMaoofkws84160DOoxGiImlB0o1E3wWC0kUcu4zj-LYE2Gz_Hz8hMsYgUp68_txa8JbUej1zUvZq5P4qLgnnzVGO9eZoKT3nf_zJdYEMpDDThpDnqouTlvwwAezHjZSdiwp9R0f03A8phcU04cZBZ1uHzu_s-RjTRa30FE47SldF7f8VjiiKvqpPLq96N_CDj7r2RRRSAUNnHVD03uEp6WyNbm278mj0_G4LL7hTkVwEfHZ-NujVk&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=89%2BQl2%2BsCf5vpX0naOGKQg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Turing,2024-11-10,4,Data Development
1400,Remote Python Programmer,Mumbai Metropolitan Region (Remote),https://www.linkedin.com/jobs/view/4071669813/?eBP=CwEAAAGTFFW19pELTtmImnyG9yhe52ILt0TEq3GdYGZHp1TK3sT80Y1vfPcIApcrXRztzL_x9rXK2twuOs6fYm6_PMbFIG4gmd2udtf37DmpudfLzrVnvGscTVYv6_Mz-eHOf3bnuOi7p1Q0w6ob_FTgNZI1h5h7kvW9LDi9oXDJs05hW26_ukgTksfMsmP7sybz4LzHXxK2sterIc7GNBoQqwQVV0Z7r_EVgW5wloB92ESQim-oHS6RQeFCoaqbQmQxSeEXnleubzHVi_OsDgqNd9NPiF7RZn_CeiWC3HyIHoS9ra8UxIfQE3QeFiEGzpUk1GflZM3GnP-EWy190ciH04S836bBDiyM9K20LpyST0nqO0wNpMS2_MwWqzKetZ2Ya5cPRzvrZhgu3uvo9hRXcx0B55elyvUNuTndNVpzU1vxekd3fN8ztf2YzEs4RTl18r75nnIIN9UHxJIkp4CEIcKkIyaaNepmjwqMMRs3Ske4FHM&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=LnfstRtLBrBniCTAAZ%2BEUg%3D%3D&trk=flagship3_jobs_discovery_jymbii,Turing,2024-11-10,4,Data Development
1401,C++ Developer Internship,"Kharagpur, West Bengal, India (Remote)",https://www.linkedin.com/jobs/view/4058481136/?eBP=CwEAAAGTFFW19kQGkHQNG18uQQjaO_1ypXvowSugkY7G_ook-wbw6PcLDc0gkebWoSSaLng8qHMkQA3WKdFWYLDSh3eE26bEBdTe37yGzbwLLC9Ti7ASxu6WpzmPg9n7C9hzQZHABolcGlztJefZauN1-Wdk23IWdhkNFt41DHeDV5aOigDMUi6g--V9OUBcmQP-naYDm9yJ8eH1u69ZuYRV2WHd6isoeM8uIolf91jvtGLMPwkfVpKfwu9KUwZjUNuX-ttv0qLtVU2-PNSRmHWQOvFlzDbFpJxKC9WdNWQhfLyD0Nh2ohqTjciMd4eHHUx1dEqqx6qmvJxHlkiw4P9MIMdKDglpF_8V-sHKkTC0KD1ArzpmTGnWnoa6u8EB6QAokOrG2ruPz9k2jujbwP-_9781P-PwhKI&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=4WUujCpNbSyfBv8c46enOw%3D%3D&trk=flagship3_jobs_discovery_jymbii,GoQuant,2024-11-10,5,Python and SQL Development
1402,Software Engineering: Full Time Opportunity,"Haryana, India (Remote)",https://www.linkedin.com/jobs/view/4058445285/?eBP=CwEAAAGTFFW19rOUCIzv2kWOPsRY90QSVru5XXSalrMPXG9BxXXTH3ZfLUUiXVDyRWBSMj7BHRPMJHckrIRJHFO7feoOBryHRHtwwqy-35XGu7swUusO1BSaQ1lrdADuipWBBsg-X4X8ByFTWVdk8q58zBED4wuttpb5_UddZ7w03SOC1ffHseHDlgAvbIvC2G6RAZ1PVp3TMGg46ZbGSG5pQnvse_Q2rmguq3qiITXd2mbU_eolAi5gMNAYdvkX-hnF2S9hx3CqX_w3Z3tGWbDxGCSRhCkh5HfVhZvpJZshQ70XMEFlsAYQtTmaPuoqJ0rfy7KxTqi_dEYHvJMpPTmrYYbEoRHAPQ8np_rQ2yZoSxr8e3L7nUAk_MLlnCzYG_sARt0DXlo8DI2ctRVNvEbkXalpr083EYTAqgHZyA9bagyRjnXpEYqsZIsiM5jhvBI83KabokS_6ThmFjdP_BHiZwUG48uU5zOPBvsYfylIWYHL&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=NZOPVn2ts7l825Hb9vTxtQ%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-11-10,6,Software Engineering
1403,Software Engineering: Full Time Opportunity,"Gujarat, India (Remote)",https://www.linkedin.com/jobs/view/4058442687/?eBP=CwEAAAGTFFW19g4Kr7dl8TGxjjP3_GpL0YYtNJ9mOgs9tGNdQbhIyGyuhGsds6BqpfjHQw7YeErxiOjEY3rq38VxM69kQhuf2p1fcGeLNAsO8N4eXQ7nr-GoiuZtUD4swogUqkH7CkCApZaQ8mkUPMQuGJ0C-bshgOptYon2k0Jv5BSKyvn2l7oqqY35vGi_KGcT0XMdDDed7RbgrqfYa9_9cnpXvP-7cClbAI9RMcSuH4zNGXaxLWWcQ2MAivMwbAjJwxNJoBMdjj9Ye9LJ3YWe77CjyYRQkBK7RbAY6aq-Wh4Tlm1-ecwi-rathQbCji82SIH6Wo2DOQSW44jMGJXqUcpi2H58RtN8UngpdLNKWq-sNS7rGb0EAgwDLpExVHCV_ncKoiLAScZ0SIpSUc6MT8N3yJNkRz10fSZTwc1GJJzBiNjW_xVqnUWIlNSKsahi7TLISu1WGTjrteLwKJ-mx2ShNu2vO_GAQ6J6eGqgQF7aSLc&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=qY%2BZYARgbdmtRcFZK6Oqjw%3D%3D&trk=flagship3_jobs_discovery_jymbii,Microsoft,2024-11-10,6,Software Engineering
1404,Data Scientist: AI/ML Engineer,"Noida, Uttar Pradesh, India (Hybrid)",https://www.linkedin.com/jobs/view/4067106942/?eBP=CwEAAAGTFFW19qveFRAy2GgedNC5p5LuRa7mbkVOMxJB6qsmTT1XdRU9QANwaL0Bxx7u9Zt11tIq2f_0qeebXp4KX2LGkiw6zI7j8ZU1o4Odu1aLQIOCQwRmLvQLxf6sVcyPkunm-irxTdIAMsFtLQU3LVIXyZMj21PWQOU7LrwAbDLl8Xt8RfkJigl2UDvIRqnHkfx3zBoyVuRgwye2LN2dY2dOiII9X5cTIBB6M6WrsmveUAycjiBNeog6WzQszMzU4VyYMf2BM0eELBgHadvDZRZiYEnoy-Cp4PxprWH9jg_OVkOx5X1z3fgk4PQDsn4k7Yxn_uWFWqP455Ipubd-iReiM2bLHyRzkLnKBHd_1A5_FYLgK3ts8C5G-O-ZOS5DLkb5qL0IXsjttGbjADJ8CeHmySTiND79A9W_RDnesYNXByOqeUVbTW-EFOpOm5CVqQrMn0orDjRDFDatB3HgIImsTEa0WMCcjYm2rUzQGEE_bY4&refId=7aC222qCLDqg1ZWjF7%2ByWA%3D%3D&trackingId=sK6IfgM4pEGNv4ySLlY%2BpA%3D%3D&trk=flagship3_jobs_discovery_jymbii,IBM,2024-11-10,7,Data Science
